Experience_Years,Job_Position,Salary,Company_Size,Year
2,Data Scientist,11518.0,100000,2020
1,Data Scientist,60000.0,100000,2020
4,Data Scientist,170000.0,100000,2020
4,Data Scientist,13740.0,10000,2020
19,Data Scientist,116917.0,100,2020
14,Data Scientist,160000.0,10,2020
1,Data Scientist,67500.0,10,2020
2,Data Scientist,56120.0,100,2020
1,Data Scientist,110000.0,1000,2020
9,Data Scientist,60505.0,1000,2020
4,Data Scientist,225000.0,1000,2020
3,Data Scientist,2000000.0,100,2020
2,Data Scientist,250000.0,100000,2020
14,Data Scientist,115992.0,100000,2020
4,Data Scientist,3672.0,100,2020
1,Data Scientist,840.0,10,2020
5,Data Scientist,5604.0,100,2020
1,Data Scientist,17836.0,100000,2020
12,Data Scientist,22056.0,50000,2020
3,Data Scientist,34904.0,100000,2020
5,Data Scientist,8377.0,1000,2020
4,Data Scientist,118908.0,10,2020
7,Data Scientist,102693.0,100000,2020
1,Data Scientist,11169.0,100,2020
1,Data Scientist,26700.0,50000,2020
2,Data Scientist,60505.0,100000,2020
2,Data Scientist,9631.0,100,2020
1,Data Scientist,20784.0,100000,2020
4,Data Scientist,16932.0,100,2020
3,Data Scientist,936.0,10,2020
5,Data Scientist,67021.0,1000,2020
1,Data Scientist,68000.0,1000,2020
3,Data Scientist,33400.0,10,2020
9,Data Scientist,145000.0,10000,2020
3,Data Scientist,14304.0,50000,2020
3,Data Scientist,59000.0,10000,2020
14,Data Scientist,89181.0,100000,2020
6,Data Scientist,33078.0,100,2020
4,Data Scientist,75000.0,50000,2020
4,Data Scientist,8904.0,10,2020
6,Data Scientist,140088.0,100,2020
5,Data Scientist,102693.0,100000,2020
3,Data Scientist,22692.0,10,2020
13,Data Scientist,160000.0,10000,2020
5,Data Scientist,85000.0,1000,2020
5,Data Scientist,42400.0,10,2020
3,Data Scientist,20760.0,1000,2020
3,Data Scientist,96000.0,100000,2020
2,Data Scientist,140000.0,100000,2020
17,Data Scientist,130000.0,100,2020
15,Data Scientist,165000.0,100000,2020
27,Data Scientist,67021.0,50000,2020
11,Data Scientist,106895.0,100,2020
2,Data Scientist,25164.0,50000,2020
12,Data Scientist,91883.0,1000,2020
5,Data Scientist,75669.0,100000,2020
7,Data Scientist,43239.0,1000,2020
17,Data Scientist,64859.0,50000,2020
7,Data Scientist,31716.0,1000,2020
8,Data Scientist,123000.0,100000,2020
5,Data Scientist,73491.0,100,2020
7,Data Scientist,67500.0,1000,2020
2,Data Scientist,23352.0,100000,2020
4,Data Scientist,70264.0,1000,2020
2,Data Scientist,14796.0,100,2020
2,Data Scientist,45780.0,100000,2020
2,Data Scientist,20943.0,100000,2020
7,Data Scientist,96945.0,100,2020
5,Data Scientist,17836.0,1000,2020
3,Data Scientist,41077.0,50000,2020
5,Data Scientist,11856.0,1000,2020
9,Data Scientist,90000.0,100,2020
1,Data Scientist,1512.0,50000,2020
7,Data Scientist,24648.0,100,2020
15,Data Scientist,91711.0,100,2020
3,Data Scientist,8244.0,100,2020
25,Data Scientist,58368.0,1000,2020
9,Data Scientist,103682.0,1000,2020
5,Data Scientist,115000.0,100000,2020
8,Data Scientist,5832.0,1000,2020
2,Data Scientist,6048.0,100,2020
20,Data Scientist,80000.0,100,2020
6,Data Scientist,12566.0,10,2020
5,Data Scientist,52942.0,100,2020
13,Data Scientist,140000.0,10,2020
1,Data Scientist,70000.0,100,2020
3,Data Scientist,6324.0,1000,2020
10,Data Scientist,115000.0,100000,2020
32,Data Scientist,104000.0,100000,2020
8,Data Scientist,150000.0,100,2020
3,Data Scientist,7788.0,100,2020
10,Data Scientist,56000.0,50000,2020
8,Data Scientist,60000.0,10,2020
2,Data Scientist,59454.0,100,2020
10,Data Scientist,20845.0,100,2020
4,Data Scientist,71093.0,1000,2020
4,Data Scientist,80000.0,1000,2020
4,Data Scientist,94.0,10,2020
21,Data Scientist,250000.0,100,2020
13,Data Scientist,64859.0,50000,2020
1,Data Scientist,100000.0,100,2020
1,Data Scientist,24720.0,100000,2020
4,Data Scientist,58792.0,1000,2020
1,Data Scientist,440940.0,100,2020
12,Data Scientist,16596.0,1000,2020
1,Data Scientist,11928.0,1000,2020
7,Data Scientist,430000.0,10000,2020
35,Data Scientist,2349.0,10,2020
3,Data Scientist,54455.0,100,2020
8,Data Scientist,40800.0,1000,2020
4,Data Scientist,36024.0,100,2020
4,Data Scientist,6981.0,100,2020
2,Data Scientist,100000.0,1000,2020
8,Data Scientist,63000.0,10,2020
1,Data Scientist,1860.0,100,2020
1,Data Scientist,1752.0,10,2020
10,Data Scientist,90000.0,1000,2020
4,Data Scientist,38916.0,10,2020
3,Data Scientist,58686.0,100000,2020
15,Data Scientist,1000000.0,100,2020
2,Data Scientist,2964.0,10,2020
2,Data Scientist,2101.0,10,2020
2,Data Scientist,45540.0,1000,2020
2,Data Scientist,1000000.0,50000,2020
2,Data Scientist,12000.0,50000,2020
5,Data Scientist,64859.0,100,2020
17,Data Scientist,54049.0,1000,2020
3,Data Scientist,3348.0,100,2020
1,Data Scientist,4284.0,10,2020
2,Data Scientist,3351.0,10,2020
2,Data Scientist,64859.0,50000,2020
4,Data Scientist,7536.0,100,2020
27,Data Scientist,12972.0,100000,2020
1,Data Scientist,1680.0,100,2020
1,Data Scientist,1920.0,100,2020
2,Data Scientist,62366.0,100,2020
2,Data Scientist,3348.0,100,2020
5,Data Scientist,37452.0,50000,2020
5,Data Scientist,155976.0,100000,2020
23,Data Scientist,64859.0,10,2020
20,Data Scientist,83.0,100000,2020
8,Data Scientist,135123.0,100,2020
3,Data Scientist,60744.0,10,2020
3,Data Scientist,61368.0,100000,2020
3,Data Scientist,11676.0,100,2020
12,Data Scientist,11169.0,1000,2020
12,Data Scientist,27144.0,1000,2020
1,Data Scientist,1200.0,100,2020
4,Data Scientist,37816.0,1000,2020
6,Data Scientist,100000.0,10,2020
3,Data Scientist,16488.0,10,2020
1,Data Scientist,22056.0,1000,2020
2,Data Scientist,26484.0,100000,2020
3,Data Scientist,48644.0,100,2020
2,Data Scientist,10392.0,50000,2020
13,Data Scientist,71093.0,10,2020
11,Data Scientist,15358.0,10000,2020
3,Data Scientist,31128.0,100,2020
4,Data Scientist,34904.0,100,2020
5,Data Scientist,620448.0,50000,2020
20,Data Scientist,41748.0,100000,2020
7,Data Scientist,52968.0,100000,2020
9,Data Scientist,154104.0,1000,2020
8,Data Scientist,54480.0,1000,2020
1,Data Scientist,90000.0,100000,2020
17,Data Scientist,129718.0,100000,2020
7,Data Scientist,2000000.0,10000,2020
25,Data Scientist,38915.0,100,2020
12,Data Scientist,13620.0,100000,2020
10,Data Scientist,175000.0,1000,2020
26,Data Scientist,89014.0,100,2020
10,Data Scientist,52996.0,10000,2020
22,Data Scientist,161000.0,50000,2020
2,Data Scientist,78000.0,1000,2020
1,Data Scientist,35132.0,100000,2020
2,Data Scientist,15120.0,1000,2020
3,Data Scientist,465336.0,100,2020
2,Data Scientist,107000.0,1000,2020
1,Data Scientist,1944.0,10,2020
3,Data Scientist,17292.0,1000,2020
1,Data Scientist,62000.0,50000,2020
3,Data Scientist,6984.0,1000,2020
6,Data Scientist,110000.0,100,2020
1,Data Scientist,5585.0,1000,2020
7,Data Scientist,74000.0,100000,2020
5,Data Scientist,18150.0,100,2020
3,Data Scientist,111814.0,100000,2020
3,Data Scientist,7380.0,100,2020
6,Data Scientist,33400.0,10,2020
10,Data Scientist,41568.0,10,2020
5,Data Scientist,34904.0,1000,2020
3,Data Scientist,21168.0,1000,2020
5,Data Scientist,72426.0,100000,2020
2,Data Scientist,33508.0,100,2020
2,Data Scientist,20760.0,1000,2020
16,Data Scientist,57292.0,100000,2020
3,Data Scientist,64318.0,10,2020
10,Data Scientist,26527.0,10000,2020
2,Data Scientist,6283.0,50000,2020
2,Data Scientist,67215.0,100,2020
9,Data Scientist,35028.0,50000,2020
1,Data Scientist,31992.0,100000,2020
3,Data Scientist,64859.0,1000,2020
5,Data Scientist,33732.0,1000,2020
5,Data Scientist,125000.0,100,2020
2,Data Scientist,4392.0,1000,2020
1,Data Scientist,4236.0,10,2020
5,Data Scientist,36708.0,100,2020
18,Data Scientist,64859.0,1000,2020
1,Data Scientist,13962.0,1000,2020
2,Data Scientist,100000.0,1000,2020
5,Data Scientist,400000.0,100000,2020
2,Data Scientist,7500.0,100,2020
1,Data Scientist,6911.0,100000,2020
3,Data Scientist,10992.0,100000,2020
1,Data Scientist,61140.0,1000,2020
4,Data Scientist,81074.0,10000,2020
3,Data Scientist,22500.0,1000,2020
5,Data Scientist,117000.0,1000,2020
21,Data Scientist,74000.0,1000,2020
8,Data Scientist,116333.0,100,2020
3,Data Scientist,34900.0,100000,2020
15,Data Scientist,80172.0,100,2020
6,Data Scientist,12360.0,100,2020
6,Data Scientist,215000.0,50000,2020
4,Data Scientist,95520.0,10000,2020
3,Data Scientist,5364.0,100000,2020
1,Data Scientist,37812.0,100000,2020
20,Data Scientist,93540.0,10,2020
4,Data Scientist,104758.0,10000,2020
3,Data Scientist,25944.0,100,2020
6,Data Scientist,67452.0,50000,2020
14,Data Scientist,180000.0,100000,2020
14,Data Scientist,69581.0,50000,2020
5,Data Scientist,2136.0,100,2020
35,Data Scientist,775560.0,50000,2020
3,Data Scientist,19572.0,100,2020
20,Data Scientist,150000.0,10,2020
19,Data Scientist,210000.0,100,2020
2,Data Scientist,984.0,100,2020
7,Data Scientist,64859.0,1000,2020
1,Data Scientist,10848.0,100000,2020
13,Data Scientist,30732.0,100,2020
3,Data Scientist,165000.0,10000,2020
8,Data Scientist,131198.0,1000,2020
2,Data Scientist,40512.0,10000,2020
10,Data Scientist,698.0,100000,2020
2,Data Scientist,8412.0,100,2020
2,Data Scientist,0.0,100,2020
7,Data Scientist,84660.0,10000,2020
3,Data Scientist,60129.0,100,2020
18,Data Scientist,56616.0,1000,2020
10,Data Scientist,83184.0,1000,2020
5,Data Scientist,56040.0,1000,2020
6,Data Scientist,200000.0,100,2020
4,Data Scientist,145000.0,100000,2020
2,Data Scientist,40500.0,100,2020
4,Data Scientist,155000.0,50000,2020
20,Data Scientist,206815.0,100,2020
5,Data Scientist,51704.0,1000,2020
3,Data Scientist,106895.0,100000,2020
7,Data Scientist,64859.0,50000,2020
7,Data Scientist,159000.0,100,2020
8,Data Scientist,133619.0,100000,2020
10,Data Scientist,230000.0,1000,2020
4,Data Scientist,325000.0,50000,2020
2,Data Scientist,71211.0,100,2020
3,Data Scientist,6000.0,10,2020
2,Data Scientist,38334.0,100000,2020
1,Data Scientist,18012.0,1000,2020
2,Data Scientist,7788.0,100,2020
2,Data Scientist,70264.0,10,2020
1,Data Scientist,13668.0,100,2020
1,Data Scientist,16860.0,50000,2020
21,Data Scientist,14268.0,100,2020
17,Data Scientist,33400.0,50000,2020
4,Data Scientist,50016.0,100000,2020
7,Data Scientist,64860.0,100000,2020
2,Data Scientist,36780.0,10000,2020
12,Data Scientist,160000.0,50000,2020
4,Data Scientist,154378.0,100,2020
12,Data Scientist,0.0,100000,2020
3,Data Scientist,67561.0,1000,2020
1,Data Scientist,42418.0,100000,2020
1,Data Scientist,10716.0,10,2020
10,Data Scientist,22339.0,100000,2020
1,Data Scientist,58167.0,100,2020
10,Data Scientist,55847.0,100000,2020
23,Data Scientist,129718.0,10,2020
9,Data Scientist,150000.0,10000,2020
1,Data Scientist,7872.0,50000,2020
18,Data Scientist,104208.0,10,2020
1,Data Scientist,15192.0,10,2020
11,Data Scientist,25476.0,100000,2020
3,Data Scientist,110000.0,100,2020
1,Data Scientist,11169.0,1000,2020
4,Data Scientist,75631.0,100,2020
1,Data Scientist,16488.0,100,2020
25,Data Scientist,68748.0,1000,2020
1,Data Scientist,27025.0,10,2020
3,Data Scientist,936.0,10,2020
6,Data Scientist,21996.0,10000,2020
5,Data Scientist,80000.0,10,2020
3,Data Scientist,210000.0,50000,2020
1,Data Scientist,8377.0,100,2020
26,Data Scientist,109665.0,100,2020
6,Data Scientist,96000.0,1000,2020
1,Data Scientist,11412.0,100000,2020
5,Data Scientist,46704.0,100,2020
13,Data Scientist,42960.0,100,2020
18,Data Scientist,41077.0,1000,2020
1,Data Scientist,3852.0,100000,2020
3,Data Scientist,23782.0,1000,2020
5,Data Scientist,596700.0,10,2020
3,Data Scientist,92500.0,100000,2020
4,Data Scientist,51887.0,100,2020
2,Data Scientist,6072.0,100,2020
3,Data Scientist,41052.0,100,2020
2,Data Scientist,5028.0,100000,2020
4,Data Scientist,20760.0,100,2020
1,Data Scientist,16863.0,100,2020
3,Data Scientist,4668.0,100,2020
6,Data Scientist,56211.0,100,2020
3,Data Scientist,4668.0,100,2020
2,Data Scientist,1176.0,100,2020
7,Data Scientist,48644.0,1000,2020
6,Data Scientist,81074.0,100000,2020
9,Data Scientist,121010.0,100,2020
3,Data Scientist,41077.0,50000,2020
8,Data Scientist,165000.0,1000,2020
23,Data Scientist,132355.0,1000,2020
1,Data Scientist,37500.0,100,2020
4,Data Scientist,56874.0,10000,2020
8,Data Scientist,110000.0,100,2020
8,Data Scientist,67500.0,10000,2020
5,Data Scientist,17652.0,50000,2020
16,Data Scientist,79128.0,1000,2020
5,Data Scientist,96000.0,50000,2020
3,Data Scientist,51000.0,10000,2020
4,Data Scientist,27337.0,50000,2020
4,Data Scientist,58167.0,100000,2020
18,Data Scientist,70150.0,10000,2020
30,Data Scientist,158000.0,1000,2020
10,Data Scientist,33405.0,50000,2020
10,Data Scientist,58454.0,1000,2020
4,Data Scientist,125000.0,100000,2020
1,Data Scientist,64324.0,100000,2020
1,Data Scientist,21434.0,50000,2020
5,Data Scientist,74827.0,50000,2020
50,Data Scientist,2000000.0,100000,2020
1,Data Scientist,14129.0,50000,2020
6,Data Scientist,15528.0,100,2020
1,Data Scientist,4691.0,100000,2020
4,Data Scientist,30716.0,100,2020
2,Data Scientist,56788.0,100,2020
1,Data Scientist,35508.0,10000,2020
1,Data Scientist,35508.0,10,2020
3,Data Scientist,39659.0,100,2020
2,Data Scientist,29197.0,10000,2020
3,Data Scientist,42960.0,10000,2020
3,Data Scientist,20943.0,50000,2020
4,Data Scientist,36816.0,100,2020
16,Data Scientist,40212.0,50000,2020
1,Data Scientist,54049.0,100,2020
3,Data Scientist,121979.0,100000,2020
2,Data Scientist,52968.0,1000,2020
5,Data Scientist,48384.0,100,2020
5,Data Scientist,125028.0,100000,2020
9,Data Scientist,28308.0,10000,2020
10,Data Scientist,24000.0,10,2020
18,Data Scientist,55194.0,1000,2020
3,Data Scientist,97753.0,1000,2020
21,Data Scientist,62045.0,50000,2020
4,Data Scientist,64859.0,1000,2020
7,Data Scientist,35028.0,10000,2020
5,Data Scientist,130000.0,100,2020
3,Data Scientist,6137.0,100,2020
19,Data Scientist,58373.0,100,2020
12,Data Scientist,140400.0,100000,2020
4,Data Scientist,105000.0,50000,2020
15,Data Scientist,57720.0,1000,2020
17,Data Scientist,21408.0,1000,2020
15,Data Scientist,418848.0,1000,2020
1,Data Scientist,77000.0,100000,2020
8,Data Scientist,28368.0,100,2020
6,Data Scientist,93500.0,50000,2020
20,Data Scientist,120000.0,1000,2020
3,Data Scientist,65000.0,10,2020
10,Data Scientist,105000.0,1000,2020
8,Data Scientist,38784.0,50000,2020
1,Data Scientist,5585.0,100,2020
5,Data Scientist,100190.0,50000,2020
16,Data Scientist,85000.0,10,2020
5,Data Scientist,23232.0,100,2020
6,Data Scientist,44748.0,50000,2020
9,Data Scientist,9681.0,10000,2020
10,Data Scientist,132143.0,1000,2020
1,Data Scientist,54049.0,100,2020
8,Data Scientist,90758.0,100000,2020
3,Data Scientist,44724.0,100,2020
3,Data Scientist,2000000.0,50000,2020
4,Data Scientist,35000.0,1000,2020
24,Data Scientist,140527.0,100000,2020
8,Data Scientist,59454.0,100,2020
5,Data Scientist,60000.0,100000,2020
1,Data Scientist,6108.0,100000,2020
6,Data Scientist,200000.0,100,2020
38,Data Scientist,250000.0,100,2020
15,Data Scientist,54049.0,1000,2020
9,Data Scientist,2000000.0,100,2020
30,Data Scientist,209000.0,1000,2020
9,Data Scientist,250000.0,100,2020
5,Data Scientist,25198.0,100000,2020
7,Data Scientist,106000.0,1000,2020
3,Data Scientist,48644.0,1000,2020
15,Data Scientist,86220.0,100000,2020
6,Data Scientist,68844.0,100,2020
20,Data Scientist,82155.0,50000,2020
10,Data Scientist,70000.0,1000,2020
3,Data Scientist,63778.0,100,2020
15,Data Scientist,140000.0,1000,2020
4,Data Scientist,120000.0,100,2020
16,Data Scientist,94572.0,10000,2020
5,Data Scientist,70000.0,1000,2020
1,Data Scientist,10092.0,100000,2020
8,Data Scientist,200000.0,100000,2020
24,Data Scientist,2000000.0,100,2020
9,Data Scientist,74641.0,10,2020
9,Data Scientist,72100.0,1000,2020
4,Data Scientist,13962.0,100,2020
9,Data Scientist,18876.0,1000,2020
15,Data Scientist,139500.0,1000,2020
15,Data Scientist,27084.0,1000,2020
1,Data Scientist,9837.0,10,2020
2,Data Scientist,1440.0,10,2020
9,Data Scientist,75669.0,50000,2020
2,Data Scientist,36753.0,1000,2020
5,Data Scientist,51888.0,100,2020
1,Data Scientist,54049.0,100000,2020
4,Data Scientist,86478.0,100,2020
4,Data Scientist,26052.0,10,2020
1,Data Scientist,37834.0,1000,2020
7,Data Scientist,58373.0,100,2020
8,Data Scientist,48768.0,50000,2020
9,Data Scientist,44917.0,10,2020
8,Data Scientist,44668.0,50000,2020
3,Data Scientist,58167.0,10,2020
4,Data Scientist,40070.0,100000,2020
13,Data Scientist,54289.0,10000,2020
4,Data Scientist,558396.0,100,2020
10,Data Scientist,32568.0,1000,2020
12,Data Scientist,38916.0,1000,2020
4,Data Scientist,82726.0,100000,2020
2,Data Scientist,38778.0,100000,2020
2,Data Scientist,33624.0,50000,2020
13,Data Scientist,77556.0,1000,2020
7,Data Scientist,55000.0,100000,2020
5,Data Scientist,15888.0,10,2020
34,Data Scientist,100000.0,100000,2020
3,Data Scientist,93000.0,100,2020
7,Data Scientist,415092.0,100,2020
10,Data Scientist,29832.0,100,2020
8,Data Scientist,45564.0,1000,2020
5,Data Scientist,58167.0,100,2020
8,Data Scientist,32988.0,100,2020
5,Data Scientist,50436.0,100,2020
8,Data Scientist,41077.0,100,2020
22,Data Scientist,64630.0,1000,2020
2,Data Scientist,635304.0,10,2020
25,Data Scientist,2000000.0,1000,2020
35,Data Scientist,75669.0,10000,2020
22,Data Scientist,60505.0,100,2020
26,Data Scientist,167524.0,100,2020
3,Data Scientist,60505.0,100000,2020
8,Data Scientist,40717.0,10,2020
28,Data Scientist,290000.0,100000,2020
1,Data Scientist,35028.0,10000,2020
7,Data Scientist,120000.0,50000,2020
7,Data Scientist,200000.0,50000,2020
3,Data Scientist,60000.0,50000,2020
7,Data Scientist,150000.0,10000,2020
12,Data Scientist,205000.0,10000,2020
1,Data Scientist,59052.0,100,2020
20,Data Scientist,115000.0,50000,2020
9,Data Scientist,46000.0,1000,2020
10,Data Scientist,70000.0,100000,2020
5,Data Scientist,130000.0,1000,2020
7,Data Scientist,90000.0,100,2020
4,Data Scientist,21550.0,100,2020
2,Data Scientist,48000.0,50000,2020
10,Data Scientist,400000.0,100000,2020
4,Data Scientist,36324.0,10,2020
7,Data Scientist,11220.0,1000,2020
3,Data Scientist,110000.0,100000,2020
6,Data Scientist,200000.0,1000,2020
6,Data Scientist,155111.0,1000,2020
5,Data Scientist,58373.0,1000,2020
5,Data Scientist,54049.0,100000,2020
5,Data Scientist,220000.0,100000,2020
2,Data Scientist,45401.0,100000,2020
9,Data Scientist,121010.0,100,2020
4,Data Scientist,141000.0,100000,2020
5,Data Scientist,921972.0,1000,2020
13,Data Scientist,216515.0,50000,2020
8,Data Scientist,85000.0,100000,2020
23,Data Scientist,128000.0,50000,2020
11,Data Scientist,61000.0,10000,2020
5,Data Scientist,189078.0,50000,2020
19,Data Scientist,200000.0,1000,2020
14,Data Scientist,32200.0,100,2020
2,Data Scientist,5194.0,100000,2020
16,Data Scientist,48900.0,1000,2020
1,Data Scientist,10611.0,100000,2020
9,Data Scientist,105000.0,100,2020
10,Data Scientist,45396.0,1000,2020
1,Data Scientist,17124.0,100000,2020
4,Data Scientist,47184.0,100000,2020
20,Data Scientist,23352.0,100,2020
3,Data Scientist,39276.0,100,2020
8,Data Scientist,99803.0,50000,2020
32,Data Scientist,103776.0,50000,2020
13,Data Scientist,36324.0,100,2020
1,Data Scientist,5028.0,10,2020
2,Data Scientist,31128.0,100,2020
3,Data Scientist,6981.0,100000,2020
20,Data Scientist,200000.0,1000,2020
1,Data Scientist,35672.0,100,2020
2,Data Scientist,23782.0,1000,2020
3,Data Scientist,2000000.0,50000,2020
11,Data Scientist,129718.0,100,2020
3,Data Scientist,120000.0,10,2020
3,Data Scientist,14660.0,100000,2020
2,Data Scientist,9036.0,50000,2020
3,Data Scientist,18060.0,1000,2020
3,Data Scientist,16572.0,1000,2020
21,Data Scientist,62352.0,50000,2020
1,Data Scientist,0.0,100000,2020
12,Data Scientist,36708.0,100,2020
2,Data Scientist,110000.0,50000,2020
3,Data Scientist,13068.0,1000,2020
30,Data Scientist,55582.0,10000,2020
7,Data Scientist,54000.0,100,2020
8,Data Scientist,111000.0,50000,2020
8,Data Scientist,112456.0,100000,2020
9,Data Scientist,18000.0,100,2020
5,Data Scientist,1260000.0,1000,2020
11,Data Scientist,75631.0,10000,2020
1,Data Scientist,82000.0,100,2020
3,Data Scientist,110000.0,50000,2020
3,Data Scientist,110000.0,1000,2020
5,Data Scientist,24540.0,10,2020
1,Data Scientist,8436.0,10,2020
8,Data Scientist,32112.0,1000,2020
3,Data Scientist,135000.0,1000,2020
7,Data Scientist,181000.0,1000,2020
20,Data Scientist,63792.0,100,2020
